output_index,tx_index,adr_index,input_value,spent_index
127360,13419,126921,5000000000,12736
127520,13419,127081,5000000000,12752
132940,13419,132491,5000000000,13294
128560,13419,128111,5000000000,12856
128790,13419,128341,5000000000,12879
129620,13419,129171,5000000000,12962
129230,13419,128781,5000000000,12923
129190,13419,128741,5000000000,12919
128360,13419,127911,5000000000,12836
128820,13419,128371,5000000000,12882
129080,13419,128631,5000000000,12908
130700,13419,130251,5000000000,13070
131710,13419,131261,5000000000,13171
132390,13419,131941,5000000000,13239
132440,13419,131991,5000000000,13244
132450,13419,132001,5000000000,13245
130970,13419,130521,5000000000,13097
131000,13419,130551,5000000000,13100
131370,13419,130921,5000000000,13137
130620,13419,130171,5000000000,13062
127490,13419,127051,5000000000,12749
132560,13419,132111,5000000000,13256
128540,13419,128091,5000000000,12854
129820,13419,129371,5000000000,12982
130140,13419,129691,5000000000,13014
133570,13557,133121,5000000000,13357
127350,13557,126911,5000000000,12735
133100,13557,132651,5000000000,13310
133110,13557,132661,5000000000,13311
133550,13557,133101,5000000000,13355
130090,13557,129641,5000000000,13009
134030,13557,133581,5000000000,13403
133600,13557,133151,5000000000,13360
130490,13557,130041,5000000000,13049
133820,13557,133371,5000000000,13382
139990,14162,139521,5000000000,13999
139930,14162,139461,5000000000,13993
139560,14411,139091,5000000000,13956
139230,14416,138761,5000000000,13923
144111,14442,139091,4900000000,14411
144420,14443,143951,1000000,14442
144110,14445,143642,100000000,14411
140400,14510,139931,5000000000,14040
140450,14510,139981,5000000000,14045
144140,14583,143671,5000000000,14414
145831,14584,143671,4999000000,14583
136570,14728,136101,5000000000,13657
136810,14728,136341,5000000000,13681
134370,14728,133911,5000000000,13437
145960,14728,145471,5000000000,14596
135770,14728,135301,5000000000,13577
136540,14728,136071,5000000000,13654
135270,14728,134811,5000000000,13527
135390,14728,134931,5000000000,13539
146010,14728,145521,5000000000,14601
135360,14728,134901,5000000000,13536
152930,16093,152431,5000000000,15293
153170,16093,152671,5000000000,15317
145580,16093,145091,5000000000,14558
159230,16093,158731,5000000000,15923
149020,16093,148521,5000000000,14902
154870,16093,154371,5000000000,15487
146670,16093,146181,5000000000,14667
156490,16093,155991,5000000000,15649
149100,16093,148601,5000000000,14910
158880,16093,158381,5000000000,15888
159000,16093,158501,5000000000,15900
146550,16093,146061,5000000000,14655
151910,16093,151411,5000000000,15191
152550,16093,152051,5000000000,15255
146870,16093,146381,5000000000,14687
147370,16093,146871,5000000000,14737
153300,16093,152801,5000000000,15330
153920,16093,153421,5000000000,15392
157560,16093,157061,5000000000,15756
150240,16093,149741,5000000000,15024
151010,16093,150511,5000000000,15101
155570,16093,155071,5000000000,15557
155500,16093,155001,5000000000,15550
158410,16093,157911,5000000000,15841
152910,16093,152411,5000000000,15291
148260,16093,147761,5000000000,14826
148940,16093,148441,5000000000,14894
150310,16093,149811,5000000000,15031
158090,16093,157591,5000000000,15809
151110,16093,150611,5000000000,15111
156240,16093,155741,5000000000,15624
147310,16093,146811,5000000000,14731
154720,16093,154221,5000000000,15472
148270,16093,147771,5000000000,14827
157110,16093,156611,5000000000,15711
152080,16093,151581,5000000000,15208
149700,16093,149201,5000000000,14970
146880,16093,146391,5000000000,14688
147980,16093,147481,5000000000,14798
146320,16093,145831,5000000000,14632
156070,16093,155571,5000000000,15607
156360,16093,155861,5000000000,15636
151960,16093,151461,5000000000,15196
152750,16093,152251,5000000000,15275
151060,16093,150561,5000000000,15106
152060,16093,151561,5000000000,15206
152690,16093,152191,5000000000,15269
146800,16093,146311,5000000000,14680
148490,16093,147991,5000000000,14849
151830,16093,151331,5000000000,15183
146650,16093,146161,5000000000,14665
153110,16093,152611,5000000000,15311
150380,16093,149881,5000000000,15038
154070,16093,153571,5000000000,15407
156930,16093,156431,5000000000,15693
155270,16093,154771,5000000000,15527
152790,16093,152291,5000000000,15279
154970,16093,154471,5000000000,15497
154370,16093,153871,5000000000,15437
153650,16093,153151,5000000000,15365
116840,16352,116431,5000000000,11684
163580,17934,163071,5000000000,16358
156950,17934,156451,5000000000,15695
176780,17934,176271,5000000000,17678
172650,17934,172141,5000000000,17265
168470,17934,167961,5000000000,16847
171880,17934,171371,5000000000,17188
170090,17934,169581,5000000000,17009
169880,17934,169371,5000000000,16988
170540,17934,170031,5000000000,17054
160870,17934,160371,5000000000,16087
170110,17934,169601,5000000000,17011
162470,17934,161961,5000000000,16247
161250,17934,160741,5000000000,16125
177150,17934,176641,5000000000,17715
173070,17934,172561,5000000000,17307
172730,17934,172221,5000000000,17273
161090,17934,160581,5000000000,16109
163630,17934,163121,5000000000,16363
169570,17934,169061,5000000000,16957
171090,17934,170581,5000000000,17109
170060,17934,169551,5000000000,17006
160510,17934,160011,5000000000,16051
169480,17934,168971,5000000000,16948
161520,17934,161011,5000000000,16152
177790,17934,177281,5000000000,17779
170720,17934,170211,5000000000,17072
176990,17934,176481,5000000000,17699
163420,17934,162911,5000000000,16342
163550,17934,163041,5000000000,16355
173300,17934,172791,5000000000,17330
161960,17934,161451,5000000000,16196
172350,17934,171841,5000000000,17235
176240,17934,175731,5000000000,17624
176590,17934,176081,5000000000,17659
171620,17934,171111,5000000000,17162
161910,17934,161401,5000000000,16191
162990,17934,162481,5000000000,16299
162080,17934,161571,5000000000,16208
162100,17934,161591,5000000000,16210
161870,17934,161361,5000000000,16187
169040,17934,168531,5000000000,16904
173140,17934,172631,5000000000,17314
161040,17934,160531,5000000000,16104
163150,17934,162641,5000000000,16315
160270,17934,159771,5000000000,16027
159870,17934,159371,5000000000,15987
163370,17934,162861,5000000000,16337
170880,17934,170371,5000000000,17088
173210,17934,172701,5000000000,17321
173370,17934,172861,5000000000,17337
172150,17934,171641,5000000000,17215
162450,17934,161941,5000000000,16245
177710,17934,177201,5000000000,17771
169000,17934,168491,5000000000,16900
163100,17934,162591,5000000000,16310
168460,17934,167951,5000000000,16846
170750,17934,170241,5000000000,17075
163510,17934,163001,5000000000,16351
161640,17934,161131,5000000000,16164
163720,17934,163211,5000000000,16372
163521,18070,116431,4999000000,16352
117140,18070,116731,5000000000,11714
144421,18088,139091,4899000000,14442
179730,18189,179211,5000000000,17973
179860,18189,179341,5000000000,17986
179960,18189,179441,5000000000,17996
180310,18189,179791,5000000000,18031
180450,18189,179931,5000000000,18045
169510,18189,169001,5000000000,16951
179620,18189,179101,5000000000,17962
177740,18189,177231,5000000000,17774
170910,18189,170401,5000000000,17091
172690,18189,172181,5000000000,17269
173350,18189,172841,5000000000,17335
177030,18189,176521,5000000000,17703
162040,18189,161531,5000000000,16204
176280,18189,175771,5000000000,17628
168250,18189,167741,5000000000,16825
180440,18189,179921,5000000000,18044
180620,18189,180101,5000000000,18062
179290,18189,178781,5000000000,17929
180120,18189,179601,5000000000,18012
179410,18189,178891,5000000000,17941
182490,18384,181951,5000000000,18249
183600,18485,183061,5000000000,18360
184851,18502,183061,2000000000,18485
183720,18502,183181,5000000000,18372
183840,18502,183302,2500000000,18384
184920,18636,184381,5000000000,18492
184940,18636,184401,5000000000,18494
185650,18739,185101,5000000000,18565
198530,19999,197971,5000000000,19853
195630,19999,195071,5000000000,19563
193510,19999,192951,5000000000,19351
187130,19999,186571,5000000000,18713
183950,19999,183411,5000000000,18395
196750,19999,196191,5000000000,19675
187850,19999,187291,5000000000,18785
185450,19999,184901,5000000000,18545
189260,19999,188701,5000000000,18926
186060,19999,185511,5000000000,18606
191590,19999,191031,5000000000,19159
185390,19999,184841,5000000000,18539
185180,19999,184631,5000000000,18518
186620,19999,186061,5000000000,18662
185620,19999,185071,5000000000,18562
197190,19999,196631,5000000000,19719
194470,19999,193911,5000000000,19447
188980,19999,188421,5000000000,18898
181920,19999,181381,5000000000,18192
190070,19999,189511,5000000000,19007
195770,19999,195211,5000000000,19577
193890,19999,193331,5000000000,19389
187840,19999,187281,5000000000,18784
197660,19999,197101,5000000000,19766
192760,19999,192201,5000000000,19276
183850,19999,183311,5000000000,18385
184780,19999,184241,5000000000,18478
183020,19999,182481,5000000000,18302
193190,19999,192631,5000000000,19319
185510,19999,184961,5000000000,18551
183480,19999,182941,5000000000,18348
191480,19999,190921,5000000000,19148
183330,19999,182791,5000000000,18333
197590,19999,197031,5000000000,19759
195820,19999,195261,5000000000,19582
189870,19999,189311,5000000000,18987
183060,19999,182521,5000000000,18306
185570,19999,185021,5000000000,18557
197620,19999,197061,5000000000,19762
189090,19999,188531,5000000000,18909
181790,19999,181261,5000000000,18179
188690,19999,188131,5000000000,18869
184550,19999,184011,5000000000,18455
182290,19999,181751,5000000000,18229
64161,19999,49361,4967000000,6416
196890,19999,196331,5000000000,19689
192780,19999,192221,5000000000,19278
188950,19999,188391,5000000000,18895
185130,19999,184581,5000000000,18513
189530,19999,188971,5000000000,18953
189060,19999,188501,5000000000,18906
187750,19999,187191,5000000000,18775
188050,19999,187491,5000000000,18805
194430,19999,193871,5000000000,19443
184670,19999,184131,5000000000,18467
182210,19999,181671,5000000000,18221
184420,19999,183881,5000000000,18442
186390,19999,185831,5000000000,18639
184690,19999,184151,5000000000,18469
180020,19999,179501,5000000000,18002
195510,19999,194951,5000000000,19551
197640,19999,197081,5000000000,19764
195550,19999,194991,5000000000,19555
195050,19999,194491,5000000000,19505
181770,19999,181241,5000000000,18177
189780,19999,189221,5000000000,18978
183230,19999,182691,5000000000,18323
191310,19999,190751,5000000000,19131
190160,19999,189601,5000000000,19016
195270,19999,194711,5000000000,19527
197260,19999,196701,5000000000,19726
193950,19999,193391,5000000000,19395
188170,19999,187611,5000000000,18817
187960,19999,187401,5000000000,18796
191140,19999,190581,5000000000,19114
182320,19999,181781,5000000000,18232
180830,19999,180311,5000000000,18083
194590,19999,194031,5000000000,19459
188230,19999,187671,5000000000,18823
191710,19999,191151,5000000000,19171
189750,19999,189191,5000000000,18975
194550,19999,193991,5000000000,19455
185410,19999,184861,5000000000,18541
181340,19999,180811,5000000000,18134
192930,19999,192371,5000000000,19293
193610,19999,193051,5000000000,19361
193770,19999,193211,5000000000,19377
185000,19999,184461,5000000000,18500
182990,19999,182451,5000000000,18299
197170,19999,196611,5000000000,19717
197340,19999,196781,5000000000,19734
195700,19999,195141,5000000000,19570
189460,19999,188901,5000000000,18946
181760,19999,181231,5000000000,18176
183450,19999,182911,5000000000,18345
188610,19999,188051,5000000000,18861
192440,19999,191881,5000000000,19244
196050,19999,195491,5000000000,19605
185430,19999,184881,5000000000,18543
191870,19999,191311,5000000000,19187
187820,19999,187261,5000000000,18782
192410,19999,191851,5000000000,19241
184730,19999,184191,5000000000,18473
184380,19999,183841,5000000000,18438
197710,19999,197151,5000000000,19771
186830,19999,186271,5000000000,18683
194080,19999,193521,5000000000,19408
190510,19999,189951,5000000000,19051
192430,19999,191871,5000000000,19243
181960,19999,181421,5000000000,18196
196270,19999,195711,5000000000,19627
188440,19999,187881,5000000000,18844
192670,19999,192111,5000000000,19267
184350,19999,183811,5000000000,18435
191680,19999,191121,5000000000,19168
196570,19999,196011,5000000000,19657
187410,19999,186851,5000000000,18741
183500,19999,182961,5000000000,18350
187890,19999,187331,5000000000,18789
197960,19999,197401,5000000000,19796
198360,19999,197801,5000000000,19836
203390,20480,202821,5000000000,20339
203340,20480,202771,5000000000,20334
202760,20492,202191,5000000000,20276
205550,20909,204981,5000000000,20555
204370,20909,203801,5000000000,20437
198480,20909,197921,5000000000,19848
198750,20909,198191,5000000000,19875
201820,20909,201251,5000000000,20182
201910,20909,201341,5000000000,20191
198220,20909,197661,5000000000,19822
186910,20909,186351,5000000000,18691
188270,20909,187711,5000000000,18827
193800,20909,193241,5000000000,19380
186280,20909,185731,5000000000,18628
203280,20909,202711,5000000000,20328
203080,20909,202511,5000000000,20308
201780,20909,201211,5000000000,20178
198200,20909,197641,5000000000,19820
201720,20909,201151,5000000000,20172
195090,20909,194531,5000000000,19509
197210,20909,196651,5000000000,19721
185730,20909,185181,5000000000,18573
184840,20909,184301,5000000000,18484
183860,20909,183321,5000000000,18386
192820,20909,192261,5000000000,19282
203240,20909,202671,5000000000,20324
203250,20909,202681,5000000000,20325
202260,20909,201691,5000000000,20226
203510,20909,202941,5000000000,20351
202580,20909,202011,5000000000,20258
203360,20909,202791,5000000000,20336
203450,20909,202881,5000000000,20345
202060,20909,201491,5000000000,20206
204210,20909,203641,5000000000,20421
203720,20909,203151,5000000000,20372
203290,20909,202721,5000000000,20329
203300,20909,202731,5000000000,20330
199010,20909,198451,5000000000,19901
198950,20909,198391,5000000000,19895
199230,20909,198671,5000000000,19923
199550,20909,198991,5000000000,19955
205210,20909,204641,5000000000,20521
205080,20909,204511,5000000000,20508
199110,20909,198551,5000000000,19911
199220,20909,198661,5000000000,19922
199150,20909,198591,5000000000,19915
203230,20909,202661,5000000000,20323
199790,20909,199231,5000000000,19979
205240,20909,204671,5000000000,20524
206630,20909,206061,5000000000,20663
205270,20909,204701,5000000000,20527
204960,20909,204391,5000000000,20496
205030,20909,204461,5000000000,20503
206860,20909,206291,5000000000,20686
199660,20909,199101,5000000000,19966
199820,20909,199261,5000000000,19982
199930,20909,199371,5000000000,19993
200170,20909,199601,5000000000,20017
202990,20909,202421,5000000000,20299
204740,20909,204171,5000000000,20474
200220,20909,199651,5000000000,20022
204650,20909,204081,5000000000,20465
204430,20909,203861,5000000000,20443
204790,20909,204221,5000000000,20479
206560,20909,205991,5000000000,20656
204080,20909,203511,5000000000,20408
201650,20909,201081,5000000000,20165
202780,20909,202211,5000000000,20278
205760,20909,205191,5000000000,20576
200290,20909,199721,5000000000,20029
204600,20909,204031,5000000000,20460
204690,20909,204121,5000000000,20469
204520,20909,203951,5000000000,20452
199991,20909,197971,4953000000,19999
204830,20909,204261,5000000000,20483
205520,20909,204951,5000000000,20552
204840,20909,204271,5000000000,20484
207500,20909,206931,5000000000,20750
205810,20909,205241,5000000000,20581
205150,20909,204581,5000000000,20515
207630,20909,207061,5000000000,20763
205700,20909,205131,5000000000,20570
207260,20909,206691,5000000000,20726
206790,20909,206221,5000000000,20679
206400,20909,205831,5000000000,20640
206570,20909,206001,5000000000,20657
205750,20909,205181,5000000000,20575
206910,20909,206341,5000000000,20691
205440,20909,204871,5000000000,20544
205690,20909,205121,5000000000,20569
207640,20909,207071,5000000000,20764
207080,20909,206511,5000000000,20708
205490,20909,204921,5000000000,20549
206080,20909,205511,5000000000,20608
205570,20909,205001,5000000000,20557
205140,20909,204571,5000000000,20514
204410,20909,203841,5000000000,20441
204420,20909,203851,5000000000,20442
203830,20909,203261,5000000000,20383
203810,20909,203241,5000000000,20381
206610,20909,206041,5000000000,20661
205400,20909,204831,5000000000,20540
205740,20909,205171,5000000000,20574
205620,20909,205051,5000000000,20562
207470,20909,206901,5000000000,20747
205470,20909,204901,5000000000,20547
205530,20909,204961,5000000000,20553
205250,20909,204681,5000000000,20525
205120,20909,204551,5000000000,20512
204450,20909,203881,5000000000,20445
205410,20909,204841,5000000000,20541
207700,20909,207131,5000000000,20770
204850,20909,204281,5000000000,20485
205320,20909,204751,5000000000,20532
208850,21703,208281,5000000000,20885
208420,21703,207851,5000000000,20842
208750,21703,208181,5000000000,20875
211440,21703,210861,5000000000,21144
210550,21703,209971,5000000000,21055
210290,21703,209711,5000000000,21029
210140,21703,209561,5000000000,21014
208620,21703,208051,5000000000,20862
208920,21703,208351,5000000000,20892
211470,21703,210891,5000000000,21147
209200,21703,208621,5000000000,20920
210890,21703,210311,5000000000,21089
211520,21703,210941,5000000000,21152
208900,21703,208331,5000000000,20890
211380,21703,210801,5000000000,21138
210720,21703,210141,5000000000,21072
211200,21703,210621,5000000000,21120
213120,21703,212541,5000000000,21312
210150,21703,209571,5000000000,21015
209040,21703,208471,5000000000,20904
207970,21703,207401,5000000000,20797
209850,21703,209271,5000000000,20985
209150,21703,208571,5000000000,20915
211220,21703,210641,5000000000,21122
209780,21703,209201,5000000000,20978
210820,21703,210241,5000000000,21082
209810,21703,209231,5000000000,20981
208030,21703,207461,5000000000,20803
208760,21703,208191,5000000000,20876
209980,21703,209401,5000000000,20998
211260,21703,210681,5000000000,21126
213040,21703,212461,5000000000,21304
210740,21703,210161,5000000000,21074
209080,21703,208511,5013000000,20908
208010,21703,207441,5000000000,20801
207940,21703,207371,5000000000,20794
209091,21704,204981,4940000000,20909
209730,21705,209151,5000000000,20973
208540,21705,207971,5000000000,20854
213930,21705,213351,5000000000,21393
217041,21705,204981,4840000000,21704
213490,21705,212911,5000000000,21349
213350,21705,212771,5000000000,21335
213860,21705,213281,5000000000,21386
217031,21705,208281,13000000,21703
213280,21705,212701,5000000000,21328
213380,21705,212801,5000000000,21338
213790,21705,213211,5000000000,21379
217990,21920,217391,5000000000,21799
218460,22041,217861,5000000000,21846
218620,22041,218021,5000000000,21862
218170,22041,217571,5000000000,21817
218130,22041,217531,5000000000,21813
218160,22041,217561,5000000000,21816
218550,22041,217951,5000000000,21855
219560,22252,218951,5000000000,21956
219540,22252,218931,5000000000,21954
219400,22252,218791,5000000000,21940
219310,22252,218701,5000000000,21931
220250,22252,219641,5000000000,22025
220270,22252,219661,5000000000,22027
219960,22252,219351,5000000000,21996
219230,22252,218621,5000000000,21923
219810,22252,219201,5000000000,21981
220070,22252,219461,5000000000,22007
219900,22252,219291,5000000000,21990
220120,22252,219511,5000000000,22012
219880,22252,219271,5000000000,21988
220010,22252,219401,5000000000,22001
223290,22553,222661,5000000000,22329
224320,22553,223691,5000000000,22432
223370,22553,222741,5000000000,22337
224050,22553,223421,5000000000,22405
223730,22553,223101,5000000000,22373
223320,22553,222691,5000000000,22332
223120,22553,222491,5000000000,22312
223410,22553,222781,5000000000,22341
224030,22553,223401,5000000000,22403
223670,22553,223041,5000000000,22367
223260,22553,222631,5000000000,22326
223700,22553,223071,5000000000,22370
224120,22553,223491,5000000000,22412
217040,23140,216452,100000000,21704
223500,23227,222871,5000000000,22350
219160,23227,218561,5000000000,21916
226090,23227,225451,5000000000,22609
222580,23227,221951,5000000000,22258
220580,23227,219961,5000000000,22058
219080,23227,218481,5000000000,21908
220330,23227,219721,5000000000,22033
218760,23227,218161,5000000000,21876
218920,23227,218321,5000000000,21892
219120,23227,218521,5000000000,21912
225420,23227,224791,5000000000,22542
223040,23227,222411,5000000000,22304
221310,23227,220691,5000000000,22131
219830,23227,219221,5000000000,21983
218010,23227,217411,5000000000,21801
229360,23227,228721,5000000000,22936
225850,23227,225211,5000000000,22585
219620,23227,219011,5000000000,21962
230080,23227,229441,5000000000,23008
221600,23227,220981,5000000000,22160
223030,23227,222401,5000000000,22303
217320,23227,216721,5000000000,21732
228680,23227,228041,5000000000,22868
227110,23227,226471,5000000000,22711
222250,23227,221631,5000000000,22225
229100,23227,228461,5000000000,22910
217340,23227,216741,5000000000,21734
228290,23227,227651,5000000000,22829
223550,23227,222921,5000000000,22355
222400,23227,221781,5000000000,22240
217750,23227,217151,5000000000,21775
219150,23227,218551,5000000000,21915
227150,23227,226511,5000000000,22715
224290,23227,223661,5000000000,22429
225050,23227,224421,5000000000,22505
225930,23227,225291,5000000000,22593
227350,23227,226711,5000000000,22735
221800,23227,221181,5000000000,22180
220860,23227,220241,5000000000,22086
229220,23227,228581,5000000000,22922
226070,23227,225431,5000000000,22607
229960,23227,229321,5000000000,22996
230410,23227,229771,5000000000,23041
229740,23227,229101,5000000000,22974
227850,23227,227211,5000000000,22785
225270,23227,224641,5000000000,22527
217980,23227,217381,5000000000,21798
217360,23227,216761,5000000000,21736
226050,23227,225411,5000000000,22605
220830,23227,220211,5000000000,22083
230540,23227,229901,5000000000,23054
218420,23227,217821,5000000000,21842
226320,23227,225681,5000000000,22632
228720,23227,228081,5000000000,22872
217710,23227,217111,5000000000,21771
219700,23227,219091,5000000000,21970
229580,23227,228941,5000000000,22958
229770,23227,229131,5000000000,22977
227760,23227,227121,5000000000,22776
218370,23227,217771,5000000000,21837
224160,23227,223531,5000000000,22416
223530,23227,222901,5000000000,22353
222310,23227,221691,5000000000,22231
220610,23227,219991,5000000000,22061
226180,23227,225541,5000000000,22618
223580,23227,222951,5000000000,22358
230640,23227,230001,5000000000,23064
221780,23227,221161,5000000000,22178
222770,23227,222141,5000000000,22277
231000,23227,230361,5000000000,23100
229590,23227,228951,5000000000,22959
219020,23227,218421,5000000000,21902
226160,23227,225521,5000000000,22616
221250,23227,220631,5000000000,22125
229370,23227,228731,5000000000,22937
219060,23227,218461,5000000000,21906
218650,23227,218051,5000000000,21865
223680,23227,223051,5000000000,22368
220040,23227,219431,5000000000,22004
227320,23227,226681,5000000000,22732
225430,23227,224801,5000000000,22543
225640,23227,225001,5000000000,22564
219050,23227,218451,5000000000,21905
228350,23227,227711,5000000000,22835
221790,23227,221171,5000000000,22179
225790,23227,225151,5000000000,22579
225300,23227,224671,5000000000,22530
223610,23227,222981,5000000000,22361
219290,23227,218681,5000000000,21929
228990,23227,228351,5000000000,22899
220140,23227,219531,5000000000,22014
219360,23227,218751,5000000000,21936
225470,23227,224841,5000000000,22547
221570,23227,220951,5000000000,22157
225140,23227,224511,5000000000,22514
231020,23227,230381,5000000000,23102
217380,23227,216781,5000000000,21738
220620,23227,220001,5000000000,22062
227800,23227,227161,5000000000,22780
227120,23227,226481,5000000000,22712
227550,23227,226911,5000000000,22755
228630,23542,227991,5000000000,22863
228420,23542,227781,5000000000,22842
228320,23542,227681,5000000000,22832
228360,23542,227721,5000000000,22836
228690,23542,228051,5000000000,22869
228770,23542,228131,5000000000,22877
228240,23542,227601,5000000000,22824
228830,23542,228191,5000000000,22883
221400,23577,220781,5000000000,22140
217510,23577,216911,5000000000,21751
230950,23577,230311,5000000000,23095
219330,23577,218721,5000000000,21933
221070,23577,220451,5000000000,22107
222240,23577,221621,5000000000,22224
228810,23577,228171,5000000000,22881
223300,23577,222671,5000000000,22330
224920,23577,224291,5000000000,22492
229660,23577,229021,5000000000,22966
222110,23577,221491,5000000000,22211
225310,23577,224681,5000000000,22531
229140,23577,228501,5000000000,22914
217480,23577,216881,5000000000,21748
219780,23577,219171,5000000000,21978
227730,23577,227091,5000000000,22773
231410,23577,230761,5000000000,23141
231100,23577,230461,5000000000,23110
231120,23577,230481,5000000000,23112
231090,23577,230451,5000000000,23109
231660,23577,231011,5000000000,23166
231670,23577,231021,5000000000,23167
231980,23577,231331,5000000000,23198
232090,23577,231441,5000000000,23209
232120,23577,231471,5000000000,23212
232230,23577,231581,5000000000,23223
232430,23577,231771,5000000000,23243
232470,23577,231811,5000000000,23247
232550,23577,231891,5000000000,23255
232920,23577,232261,5000000000,23292
233080,23577,232421,5000000000,23308
233210,23577,232551,5000000000,23321
233250,23577,232591,5000000000,23325
233440,23577,232781,5000000000,23344
233490,23577,232831,5000000000,23349
233700,23577,233041,5000000000,23370
233960,23577,233301,5000000000,23396
234000,23577,233341,5000000000,23400
234160,23577,233501,5000000000,23416
234340,23577,233681,5000000000,23434
235590,23776,234921,5000000000,23559
236240,23776,235561,5000000000,23624
235710,23776,235041,5000000000,23571
235780,23776,235101,5000000000,23578
234650,23776,233991,5000000000,23465
234820,23776,234161,5000000000,23482
235760,23776,235091,5000000000,23576
236450,23776,235771,5000000000,23645
234920,23776,234261,5000000000,23492
235190,23776,234531,5000000000,23519
234970,23776,234311,5000000000,23497
235700,23776,235031,5000000000,23570
235610,23776,234941,5000000000,23561
236220,23776,235541,5000000000,23622
235810,23776,235131,5000000000,23581
235620,23776,234951,5000000000,23562
235570,23776,234901,5000000000,23557
235720,23776,235051,5000000000,23572
235860,23776,235181,5000000000,23586
235740,23776,235071,5000000000,23574
236320,23785,235641,5000000000,23632
235450,23785,234781,5000000000,23545
236430,23785,235751,5000000000,23643
236380,23785,235701,5000000000,23638
236480,23785,235801,5000000000,23648
236340,23785,235661,5000000000,23634
237310,23910,236631,5000000000,23731
237820,23910,237131,5000000000,23782
236710,23910,236031,5000000000,23671
237650,23910,236971,5000000000,23765
237550,23910,236871,5000000000,23755
237370,23910,236691,5000000000,23737
237000,23910,236321,5000000000,23700
236970,23910,236291,5000000000,23697
236990,23910,236311,5000000000,23699
237220,23910,236541,5000000000,23722
237110,23910,236431,5000000000,23711
237450,23910,236771,5000000000,23745
237480,23910,236801,5000000000,23748
236850,23910,236171,5000000000,23685
237050,23910,236371,5000000000,23705
237860,23910,237161,5000000000,23786
238280,24091,237581,5000000000,23828
239210,24091,238501,5000000000,23921
239440,24091,238731,5000000000,23944
238820,24091,238121,5000000000,23882
238970,24091,238271,5000000000,23897
239670,24091,238961,5000000000,23967
239480,24091,238771,5000000000,23948
238200,24091,237501,5000000000,23820
238130,24091,237431,5000000000,23813
238780,24091,238081,5000000000,23878
238470,24091,237771,5000000000,23847
238850,24091,238151,5000000000,23885
238660,24091,237961,5000000000,23866
234910,24135,234251,5000000000,23491
236760,24135,236081,5000000000,23676
237540,24135,236861,5000000000,23754
237420,24135,236741,5000000000,23742
237460,24135,236781,5000000000,23746
236920,24135,236241,5000000000,23692
236570,24135,235891,5000000000,23657
237090,24135,236411,5000000000,23709
237830,24135,237141,5000000000,23783
237880,24135,237181,5000000000,23788
237890,24135,237191,5000000000,23789
238000,24135,237301,5000000000,23800
238370,24135,237671,5000000000,23837
238410,24135,237711,5000000000,23841
238450,24135,237751,5000000000,23845
238560,24135,237861,5000000000,23856
238580,24135,237881,5000000000,23858
238690,24135,237991,5000000000,23869
238890,24135,238191,5000000000,23889
239030,24135,238331,5000000000,23903
239170,24135,238461,5000000000,23917
239230,24135,238521,5000000000,23923
239330,24135,238621,5000000000,23933
239560,24135,238851,5000000000,23956
239600,24135,238891,5000000000,23960
239720,24135,239011,5000000000,23972
239790,24135,239081,5000000000,23979
239870,24135,239161,5000000000,23987
240050,24135,239341,5000000000,24005
236590,24135,235911,5000000000,23659
240840,24371,240131,5000000000,24084
239850,24371,239141,5000000000,23985
239990,24371,239281,5000000000,23999
239980,24371,239271,5000000000,23998
240110,24371,239401,5000000000,24011
240250,24371,239541,5000000000,24025
240780,24371,240071,5000000000,24078
239770,24371,239061,5000000000,23977
239800,24371,239091,5000000000,23980
240190,24371,239481,5000000000,24019
243300,24591,242571,5000000000,24330
242300,24591,241571,5000000000,24230
244700,24591,243961,5000000000,24470
243190,24591,242461,5000000000,24319
242430,24592,241701,5000000000,24243
242340,24592,241611,5000000000,24234
244610,24592,243871,5000000000,24461
242600,24592,241871,5000000000,24260
244520,24592,243781,5000000000,24452
242020,24592,241291,5000000000,24202
243470,24592,242741,5000000000,24347
241140,24592,240421,5000000000,24114
244490,24592,243751,5000000000,24449
243210,24592,242481,5000000000,24321
245910,24592,245172,20000000000,24591
240910,24994,118312,65000000000,24091
231320,24994,230681,5000000000,23132
195990,24994,195431,5000000000,19599
109720,24994,109341,5000000000,10972
204640,24994,204071,5000000000,20464
237950,24994,237251,5000000000,23795
222800,24994,222171,5000000000,22280
200600,24994,200031,5000000000,20060
156220,24994,155721,5000000000,15622
160090,24994,159591,5000000000,16009
242010,24994,241281,5000000000,24201
220300,24994,219691,5000000000,22030
239100,24994,118312,80000000000,23910
195200,24994,194641,5000000000,19520
204950,24994,204381,5000000000,20495
205510,24994,204941,5000000000,20551
106910,24994,106541,5000000000,10691
104430,24994,104061,5000000000,10443
211870,24994,211291,5000000000,21187
170920,24994,170411,5000000000,17092
229820,24994,229181,5000000000,22982
212840,24994,212261,5000000000,21284
213190,24994,212611,5000000000,21319
196220,24994,195661,5000000000,19622
148420,24994,147921,5000000000,14842
130670,24994,130221,5000000000,13067
215180,24994,214601,5000000000,21518
118500,24994,118081,5000000000,11850
199540,24994,198981,5000000000,19954
151380,24994,150881,5000000000,15138
172640,24994,172131,5000000000,17264
231030,24994,230391,5000000000,23103
241030,24994,240311,5000000000,24103
173250,24994,172741,5000000000,17325
201420,24994,200851,5000000000,20142
216940,24994,216361,5000000000,21694
176260,24994,175751,5000000000,17626
